default_enabled,effect,hero_id,id,name,required_level,required_upgrade_id,specialization_description,specialization_graphic_id,specialization_name,tip_text,upgrade_type
1,"effect_def,90",21,747,Theme of Deception,100,0,"""Evil"" Champions receive twice the benefit from Song of Battle.",2123.0,Theme of Deception,,
1,"set_ultimate_attack,75",21,748,,145,0,,,,,
1,"buff_upgrade,100,741",21,749,,70,0,,,,,
1,"hero_dps_multiplier_mult,100",21,750,,15,0,,,,,
1,"hero_dps_multiplier_mult,200",21,751,,60,0,,,,,
1,"hero_dps_multiplier_mult,300",21,752,,95,0,,,,,
1,"hero_dps_multiplier_mult,200",21,753,,110,0,,,,,
1,"hero_dps_multiplier_mult,200",21,754,,135,0,,,,,
1,"hero_dps_multiplier_mult,200",21,755,,150,0,,,,,
1,"buff_upgrade,100,741",21,756,,160,0,,,,,
1,"hero_dps_multiplier_mult,300",21,757,,185,0,,,,,
1,"add_attack_targets,1,74",21,758,,195,0,,,,,
1,"hero_dps_multiplier_mult,200",21,759,,200,0,,,,,
1,"hero_dps_multiplier_mult,200",21,760,,230,0,,,,,
1,"hero_dps_multiplier_mult,300",21,761,,250,0,,,,,
1,"hero_dps_multiplier_mult,300",21,762,,265,0,,,,,
1,"buff_upgrade,100,741",21,763,,240,0,,,,,
1,"hero_dps_multiplier_mult,200",1,764,,1050,0,,,,,
1,"hero_dps_multiplier_mult,100",1,765,,1095,0,,,,,
1,"hero_dps_multiplier_mult,100",1,766,,1140,0,,,,,
1,"global_dps_multiplier_mult,100",1,767,,1150,0,,,,,
1,"hero_dps_multiplier_mult,200",2,768,,635,0,,,,,
1,"hero_dps_multiplier_mult,300",2,769,,670,0,,,,,
1,"buff_upgrade,100,24",2,770,,650,29,,,,,
1,"global_dps_multiplier_mult,100",2,771,,650,30,,,,,
1,"buff_upgrade,100,554",16,785,,490,551,,,,,
1,"hero_dps_multiplier_mult,100",16,784,,500,0,,,,,
1,"hero_dps_multiplier_mult,200",16,783,,475,0,,,,,
1,"hero_dps_multiplier_mult,100",20,775,,765,0,,,,,
1,"hero_dps_multiplier_mult,100",20,776,,795,0,,,,,
1,"hero_dps_multiplier_mult,200",20,777,,835,0,,,,,
1,"buff_upgrades,100,695,696",20,778,,820,0,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,200",3,779,,430,0,,,,,
1,"hero_dps_multiplier_mult,100",3,780,,445,0,,,,,
1,"buff_upgrade,100,38",3,781,,450,43,,,,,
1,"global_dps_multiplier_mult,100",3,782,,410,44,,,,,
1,"buff_upgrade,100,555",16,786,,490,552,,,,,
1,"buff_upgrade,100,556",16,787,,490,553,,,,,
1,"global_dps_multiplier_mult,100",16,788,,460,0,,,,,
1,"hero_dps_multiplier_mult,100",4,789,,630,0,,,,,
1,"buff_upgrade,200,52",4,790,,655,58,,,,,
1,"buff_upgrade,200,55",4,791,,655,59,,,,,
1,"hero_dps_multiplier_mult,100",4,792,,685,0,,,,,
1,"gold_multiplier_mult,10",4,793,,670,0,,,,,
1,"hero_dps_multiplier_mult,100",14,794,,525,0,,,,,
1,"hero_dps_multiplier_mult,200",14,795,,555,0,,,,,
1,"buff_upgrade,50,411",14,796,,540,411,,,,,
1,"hero_dps_multiplier_mult,100",14,797,,540,412,,,,,
1,"hero_dps_multiplier_mult,100",5,798,,665,0,,,,,
1,"hero_dps_multiplier_mult,200",5,799,,700,0,,,,,
1,"buff_upgrade,100,71",5,800,,715,75,,,,,
1,"hero_dps_multiplier_mult,200",17,801,,530,0,,,,,
1,"hero_dps_multiplier_mult,100",17,802,,560,0,,,,,
1,"hero_dps_multiplier_mult,200",17,803,,575,0,,,,,
1,"hero_dps_multiplier_mult,100",6,804,,290,0,,,,,
1,"hero_dps_multiplier_mult,100",6,805,,305,0,,,,,
1,"hero_dps_multiplier_mult,100",6,806,,315,0,,,,,
1,"hero_dps_multiplier_mult,100",15,807,,510,0,,,,,
1,"hero_dps_multiplier_mult,100",15,808,,530,0,,,,,
1,"hero_dps_multiplier_mult,200",15,809,,560,0,,,,,
1,"buff_upgrade,50,444",15,810,,545,0,,,,,
1,"hero_dps_multiplier_mult,300",7,811,,385,0,,,,,
1,"hero_dps_multiplier_mult,300",7,812,,420,0,,,,,
1,"hero_dps_multiplier_mult,100",8,813,,1210,0,,,,,
1,"hero_dps_multiplier_mult,100",8,814,,1290,0,,,,,
1,"hero_dps_multiplier_mult,100",8,815,,1380,0,,,,,
1,"hero_dps_multiplier_mult,100",8,816,,1440,0,,,,,
1,"hero_dps_multiplier_mult,100",13,817,,575,0,,,,,
1,"hero_dps_multiplier_mult,100",13,818,,610,0,,,,,
1,"hero_dps_multiplier_mult,100",13,819,,645,0,,,,,
1,"add_attack_targets,1,39",13,820,,555,386,,,,,
1,"hero_dps_multiplier_mult,200",9,821,,100,0,,,,,
1,"hero_dps_multiplier_mult,300",9,822,,110,0,,,,,
1,"buff_upgrade,100,139",9,823,,105,139,,,,,
1,"buff_upgrade,100,140",9,824,,105,140,,,,,
1,"hero_dps_multiplier_mult,100",18,825,,240,0,,,,,
1,"buff_upgrade,100,634",18,826,,250,0,,,,,
1,"hero_dps_multiplier_mult,100",21,827,,290,0,,,,,
1,"hero_dps_multiplier_mult,300",21,828,,325,0,,,,,
1,"hero_dps_multiplier_mult,100",10,829,,585,0,,,,,
1,"hero_dps_multiplier_mult,100",10,830,,645,0,,,,,
1,"hero_dps_multiplier_mult,100",10,831,,695,0,,,,,
1,"buff_upgrade,100,145",10,832,,675,145,,,,,
1,"hero_dps_multiplier_mult,100",10,833,,675,146,,,,,
1,"hero_dps_multiplier_mult,100",19,834,,350,0,,,,,
1,"hero_dps_multiplier_mult,100",19,835,,380,0,,,,,
1,"hero_dps_multiplier_mult,100",19,836,,410,0,,,,,
1,"global_dps_multiplier_mult,100",19,837,,420,0,,,,,
1,"hero_dps_multiplier_mult,200",11,838,,130,0,,,,,
1,"hero_dps_multiplier_mult,100",11,839,,150,0,,,,,
1,"hero_dps_multiplier_mult,100",11,840,,140,240,,,,,
1,"hero_dps_multiplier_mult,200",12,841,,50,0,,,,,
1,"hero_dps_multiplier_mult,200",12,842,,40,0,,,,,
1,"effect_def,98",22,843,Favored Enemy: Drow,10,0,Zorbu favors hunting Drow enemies. They take additional damage from the party.,2425.0,Favored Enemy: Drow,"Zorbu has a history with Drow enemies, so with his direction the party does additional damage to any Drow.",
1,"effect_def,99",22,844,Favored Enemy: Fiend,10,0,Zorbu favors hunting Fiendish enemies. They take additional damage from the party.,2427.0,Favored Enemy: Fiend,"Zorbu has a history with Fiendish enemies, so with his direction the party does additional damage to any Fiends.",
1,"effect_def,100",22,845,Favored Enemy: Aberration,10,0,Zorbu favors hunting Aberration enemies. They take additional damage from the party.,2423.0,Favored Enemy: Aberration,"Zorbu has a history with Aberration enemies, so with his direction the party does additional damage to any Aberrations.",
1,"effect_def,101",22,846,Favored Enemy: Giant,10,0,Zorbu favors hunting Giant enemies. They take additional damage from the party.,2428.0,Favored Enemy: Giant,"Zorbu has a history with Giant enemies, so with his direction the party does additional damage to any Giants.",
1,"effect_def,102",22,847,Favored Enemy: Elemental,10,0,Zorbu favors hunting Elemental enemies. They take additional damage from the party.,2426.0,Favored Enemy: Elemental,"Zorbu has a history with Elemental enemies, so with his direction the party does additional damage to any Elementals.",
1,"effect_def,103",22,848,Hunter's Pack,30,0,,,,Zorbu increases the damage of adjacent Champions with high DEX scores. Place high DEX Champions next to Zorbu.,unlock_ability
1,"set_ultimate_attack,83",22,849,,55,0,,,,,
1,"effect_def,104",22,850,Colossus Slayer,90,0,Zorbu focuses on dealing additional damage to already injured enemies.,2424.0,Colossus Slayer,,
1,"effect_def,105",22,851,Horde Breaker,90,0,Zorbu focuses on dealing additional damage to enemies who are actively attacking the formation.,2429.0,Horde Breaker,,
1,"hero_dps_multiplier_mult,200",22,859,,110,0,,,,,
1,"hero_dps_multiplier_mult,100",22,857,,75,0,,,,,
1,"hero_dps_multiplier_mult,200",22,855,,50,0,,,,,
1,"global_dps_multiplier_mult,200",22,856,,65,0,,,,,
1,"hero_dps_multiplier_mult,200",22,854,,20,0,,,,,
1,"buff_upgrade,200,848",22,858,,100,0,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,300",22,860,,175,0,,,,,
1,"hero_dps_multiplier_mult,300",22,861,,125,0,,,,,
1,"buff_upgrade,100,843",22,862,,140,843,,,,,upgrade_ability
1,"buff_upgrade,100,844",22,863,,140,844,,,,,upgrade_ability
1,"buff_upgrade,100,845",22,864,,140,845,,,,,upgrade_ability
1,"buff_upgrade,100,846",22,865,,140,846,,,,,upgrade_ability
1,"buff_upgrade,100,847",22,866,,140,847,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,200",22,867,,160,0,,,,,
1,"buff_upgrade,200,848",22,868,,170,0,,,,,upgrade_ability
1,"effect_def,111",23,869,Death Ward,50,0,,,,,unlock_ability
1,"effect_def,112",23,870,Haunted,125,0,,,,Strix increases your party's damage for each ally who has been killed.,unlock_ability
1,"effect_def,113",23,871,Poor Hygiene,25,0,,,,Strix causes enemies that approach your party to take additional damage.,unlock_ability
1,"effect_def,114",23,872,,75,0,Strix panics and attacks faster if any of her allies have recently been attacked.,2605.0,Panic!,,
1,"effect_def,115",23,873,,75,0,"Strix hides and therefore attacks a little less often, but does more damage with each attack.",2604.0,Hide!,,
1,"global_dps_multiplier_mult,200",23,876,,55,0,,,,,
1,"set_ultimate_attack,88",23,874,,100,0,,,,,
1,"hero_dps_multiplier_mult,100",23,875,,10,0,,,,,
1,"hero_dps_multiplier_mult,100",23,877,,40,0,,,,,
1,"hero_dps_multiplier_mult,100",23,878,,70,0,,,,,
1,"hero_dps_multiplier_mult,100",23,879,,90,0,,,,,
1,"hero_dps_multiplier_mult,100",23,880,,115,0,,,,,
1,"hero_dps_multiplier_mult,100",23,881,,145,0,,,,,
1,"hero_dps_multiplier_mult,100",23,882,,190,0,,,,,
1,"hero_dps_multiplier_mult,200",23,883,,210,0,,,,,
1,"hero_dps_multiplier_mult,100",23,884,,245,0,,,,,
1,"hero_dps_multiplier_mult,100",23,885,,270,0,,,,,
1,"hero_dps_multiplier_mult,200",23,886,,295,0,,,,,
1,"hero_dps_multiplier_mult,100",23,887,,330,0,,,,,
1,"hero_dps_multiplier_mult,100",23,888,,365,0,,,,,
1,"buff_upgrade,200,871",23,889,,130,0,,,,,upgrade_ability
1,"buff_upgrade,100,871",23,890,,250,0,,,,,upgrade_ability
1,"buff_upgrade,200,871",23,891,,360,0,,,,,upgrade_ability
1,"global_dps_multiplier_mult,100",23,892,,170,0,,,,,
1,"global_dps_multiplier_mult,100",23,893,,310,0,,,,,
1,"buff_upgrade,100,870",23,894,,285,0,,,,,upgrade_ability
1,"effect_def,122",24,895,Kensei Cleave,25,0,,,,Nrakk is a pure damage dealer; use all of your buffers to make him do more damage!,unlock_ability
1,"effect_def,123",24,896,Deft Strike,75,0,,,,,unlock_ability
1,"effect_def,124",24,897,Stunning Strike,125,0,,,,Nrakk's damage can spike based on when certain abilities activate at the same time.,unlock_ability
1,"effect_def,125",24,898,Kensei Advantage,175,0,Nrakk attacks faster and deals additional damage after Stunning Strike stuns one or more enemies,2688.0,Kensei Advantage,,
1,"effect_def,126",24,899,Unerring Accuracy,175,0,"If Nrakk's attack only hits one enemy, he attacks that enemy again for additional damage",2689.0,Unerring Accuracy,,
1,"set_ultimate_attack,98",24,900,,150,0,,,,,
1,"hero_dps_multiplier_mult,200",24,901,,10,0,,,,,
1,"hero_dps_multiplier_mult,200",24,902,,40,0,,,,,
1,"global_dps_multiplier_mult,100",24,903,,65,0,,,,,
1,"hero_dps_multiplier_mult,200",24,904,,85,0,,,,,
1,"global_dps_multiplier_mult,100",24,905,,100,0,,,,,
1,"hero_dps_multiplier_mult,200",24,906,,110,0,,,,,
1,"hero_dps_multiplier_mult,300",24,907,,135,0,,,,,
1,"buff_upgrade,100,896",24,908,,160,0,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,300",24,909,,165,0,,,,,
1,"global_dps_multiplier_mult,100",24,910,,190,0,,,,,
1,"buff_upgrade,100,896",24,911,,210,0,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,200",24,921,,345,0,,,,,
1,"hero_dps_multiplier_mult,300",24,912,,200,0,,,,,
1,"hero_dps_multiplier_mult,300",24,913,,225,0,,,,,
1,"global_dps_multiplier_mult,100",24,914,,240,0,,,,,
1,"increase_aoe_radius,50",24,915,,250,0,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,200",24,916,,265,0,,,,,
1,"increase_stun_time,0.5",24,917,,275,0,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,200",24,918,,295,0,,,,,
1,"global_dps_multiplier_mult,100",24,919,,310,0,,,,,
1,"buff_upgrade,100,896",24,920,,325,0,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,200",24,922,,360,0,,,,,
1,"global_dps_multiplier_mult,200",24,923,,425,0,,,,,
1,"hero_dps_multiplier_mult,300",24,924,,400,0,,,,,
1,"hero_dps_multiplier_mult,100",1,925,,1165,0,,,,,
1,"hero_dps_multiplier_mult,200",1,926,,1190,0,,,,,
1,"hero_dps_multiplier_mult,100",1,927,,1245,0,,,,,
1,"hero_dps_multiplier_mult,100",1,928,,1310,0,,,,,
1,"buff_upgrade,100,2",1,929,,1225,6,,,,,
1,"buff_upgrade,100,4",1,930,,1225,7,,,,,
1,"buff_ultimate,100",1,931,,1275,0,,,,,unlock_ultimate
1,"hero_dps_multiplier_mult,100",2,932,,700,0,,,,,
1,"hero_dps_multiplier_mult,200",2,933,,735,0,,,,,
1,"hero_dps_multiplier_mult,200",2,934,,775,0,,,,,
1,"global_dps_multiplier_mult,100",2,935,,785,0,,,,,
1,"hero_dps_multiplier_mult,200",20,936,,965,0,,,,,
1,"hero_dps_multiplier_mult,200",20,937,,865,0,,,,,
1,"hero_dps_multiplier_mult,200",20,938,,920,0,,,,,
1,"buff_upgrades,100,695,696",20,939,,935,0,,,,,upgrade_ability
1,"global_dps_multiplier_mult,100",20,940,,895,0,,,,,
1,"hero_dps_multiplier_mult,100",3,941,,515,0,,,,,
1,"hero_dps_multiplier_mult,200",3,942,,460,0,,,,,
1,"hero_dps_multiplier_mult,200",3,943,,485,0,,,,,
1,"buff_upgrade,100,38",3,944,,500,43,,,,,
1,"global_dps_multiplier_mult,200",3,945,,500,44,,,,,
1,"hero_dps_multiplier_mult,100",16,946,,575,0,,,,,
1,"hero_dps_multiplier_mult,100",16,947,,515,0,,,,,
1,"hero_dps_multiplier_mult,200",16,948,,540,0,,,,,
1,"buff_upgrade,100,549",16,949,,510,0,,,,,
1,"global_dps_multiplier_mult,100",16,950,,560,0,,,,,
1,"buff_upgrade,100,554",16,951,,580,551,,,,,
1,"buff_upgrade,100,555",16,952,,580,552,,,,,
1,"buff_upgrade,100,556",16,953,,580,553,,,,,
1,"buff_upgrade,100,52",4,954,,800,58,,,,,
1,"hero_dps_multiplier_mult,100",4,955,,700,0,,,,,
1,"hero_dps_multiplier_mult,100",4,956,,740,0,,,,,
1,"hero_dps_multiplier_mult,200",4,957,,775,0,,,,,
1,"gold_multiplier_mult,10",4,958,,760,0,,,,,
1,"hero_dps_multiplier_mult,300",14,960,,650,0,,,,,
1,"buff_upgrade,100,55",4,959,,800,59,,,,,
1,"hero_dps_multiplier_mult,200",14,961,,605,0,,,,,
1,"buff_upgrade,50,410",14,962,,630,0,,,,,
1,"hero_dps_multiplier_mult,200",5,963,,835,0,,,,,
1,"hero_dps_multiplier_mult,100",5,964,,730,0,,,,,
1,"hero_dps_multiplier_mult,100",5,965,,765,0,,,,,
1,"hero_dps_multiplier_mult,100",5,966,,810,0,,,,,
1,"buff_ultimate,100",5,967,,780,0,,,,,unlock_ultimate
1,"hero_dps_multiplier_mult,200",17,968,,675,0,,,,,
1,"hero_dps_multiplier_mult,200",17,969,,620,0,,,,,
1,"hero_dps_multiplier_mult,200",17,970,,650,0,,,,,
1,"buff_upgrade,100,596",17,971,,610,0,,,,,
1,"hero_dps_multiplier_mult,300",6,972,,375,0,,,,,
1,"hero_dps_multiplier_mult,100",6,973,,330,0,,,,,
1,"hero_dps_multiplier_mult,200",6,974,,355,0,,,,,
1,"effect_def,137",6,975,Bond: Half-bloods,350,0,"Asharra forms a bond of friendship with any Half-Orc and Half-Elf champions in your party, increasing their damage.",2826.0,Bond: Half-bloods,Asharra has formed a bond of friendship with your Half-Orc and Half-Elf champions. Focus on having those champions as your main damage dealers.,
1,"effect_def,138",6,976,Bond: Exotic Races,350,0,"Asharra forms a bond of friendship with any Githzerai and Tabaxi champions in your party, increasing their damage.",2825.0,Bond: Exotic Races,Asharra has formed a bond of friendship with your Githzerai and Tabaxi champions. Focus on having those champions as your main damage dealers.,
1,"effect_def,139",6,977,Bond: Short-folk,350,0,"Asharra forms a bond of friendship with any Gnome or Halfling champions in your party, increasing their damage.",2827.0,Bond: Short-folk,Asharra has formed a bond of friendship with your Gnome and Halfling champions. Focus on having those champions as your main damage dealers.,
1,"hero_dps_multiplier_mult,200",15,978,,665,0,,,,,
1,"hero_dps_multiplier_mult,100",15,979,,585,0,,,,,
1,"hero_dps_multiplier_mult,200",15,980,,630,0,,,,,
1,"buff_upgrade,50,444",15,981,,610,0,,,,,
1,"hero_dps_multiplier_mult,300",7,982,,500,0,,,,,
1,"hero_dps_multiplier_mult,300",7,983,,460,0,,,,,
1,"buff_upgrade,50,108",7,984,,510,108,,,,,
1,"buff_upgrade,50,109",7,985,,510,109,,,,,
1,"buff_upgrade,50,110",7,986,,510,110,,,,,
1,"buff_upgrade,50,111",7,987,,510,111,,,,,
1,"buff_upgrade,50,112",7,988,,510,112,,,,,
1,"hero_dps_multiplier_mult,200",8,989,,1775,0,,,,,
1,"hero_dps_multiplier_mult,200",8,990,,1550,0,,,,,
1,"hero_dps_multiplier_mult,200",8,991,,1665,0,,,,,
1,"hero_dps_multiplier_mult,100",13,992,,780,0,,,,,
1,"hero_dps_multiplier_mult,100",13,993,,680,0,,,,,
1,"hero_dps_multiplier_mult,200",13,994,,720,0,,,,,
1,"global_dps_multiplier_mult,100",13,995,,750,0,,,,,
1,"hero_dps_multiplier_mult,200",24,996,,515,0,,,,,
1,"hero_dps_multiplier_mult,100",24,997,,455,0,,,,,
1,"hero_dps_multiplier_mult,100",24,998,,475,0,,,,,
1,"buff_upgrade,100,896",24,999,,490,0,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,300",9,1000,,135,0,,,,,
1,"hero_dps_multiplier_mult,300",9,1001,,120,0,,,,,
1,"buff_ultimate,100",9,1002,,130,0,,,,,unlock_ultimate
1,"hero_dps_multiplier_mult,200",18,1003,,320,0,,,,,
1,"hero_dps_multiplier_mult,200",18,1004,,270,0,,,,,
1,"hero_dps_multiplier_mult,200",18,1005,,300,0,,,,,
1,"hero_dps_multiplier_mult,200",21,1006,,400,0,,,,,
1,"hero_dps_multiplier_mult,100",21,1007,,345,0,,,,,
1,"hero_dps_multiplier_mult,100",21,1008,,370,0,,,,,
1,"buff_ultimate,100",21,1009,,390,0,,,,,unlock_ultimate
1,"hero_dps_multiplier_mult,100",10,1010,,890,0,,,,,
1,"hero_dps_multiplier_mult,100",10,1011,,730,0,,,,,
1,"hero_dps_multiplier_mult,100",10,1012,,790,0,,,,,
1,"hero_dps_multiplier_mult,100",10,1013,,850,0,,,,,
1,"buff_upgrade,200,145",10,1014,,870,145,,,,,
1,"hero_dps_multiplier_mult,100",19,1015,,535,0,,,,,
1,"hero_dps_multiplier_mult,100",19,1016,,440,0,,,,,
1,"hero_dps_multiplier_mult,100",19,1017,,470,0,,,,,
1,"hero_dps_multiplier_mult,100",19,1018,,505,0,,,,,
1,"global_dps_multiplier_mult,100",19,1019,,515,0,,,,,
1,"hero_dps_multiplier_mult,100",11,1020,,200,0,,,,,
1,"hero_dps_multiplier_mult,100",11,1021,,165,0,,,,,
1,"hero_dps_multiplier_mult,200",11,1022,,180,0,,,,,
1,"hero_dps_multiplier_mult,100",23,1023,,470,0,,,,,
1,"hero_dps_multiplier_mult,100",23,1024,,395,0,,,,,
1,"hero_dps_multiplier_mult,200",23,1025,,445,0,,,,,
1,"hero_dps_multiplier_mult,300",12,1026,,70,0,,,,,
1,"hero_dps_multiplier_mult,200",12,1027,,60,0,,,,,
1,"gold_multiplier_mult,20",12,1028,,65,0,,,,,
1,"hero_dps_multiplier_mult,300",22,1029,,240,0,,,,,
1,"hero_dps_multiplier_mult,100",22,1030,,195,0,,,,,
1,"hero_dps_multiplier_mult,200",22,1031,,225,0,,,,,
1,"buff_upgrade,200,848",22,1032,,230,0,,,,,upgrade_ability
1,"effect_def,140",25,1033,Powerful Draw,10,0,,,,,unlock_ability
1,"attack_crit_chance,100,10,99",25,1034,Critical Hit,100,0,,,,"Catti-brie's damage comes through her Critical Hits, which she can share with others through her ultimate attack.",unlock_ability
1,"effect_def,141",25,1035,Mark for Death,200,0,,,,Enemies damaged by Catti-brie take additional damage from everyone and can be stunned after enough hits.,unlock_ability
1,"set_ultimate_attack,100",25,1036,,150,0,,,,,
1,"effect_def,142",25,1037,Follow-Up,275,0,"After scoring a critical hit, Catti-brie's next four attacks hit for 100% more damage.",2843.0,Follow-Up,,
1,"buff_upgrade,200,1034",25,1038,In The Zone,275,0,Increase critical hit damage bonus by 200%.,2844.0,In The Zone,,
1,"buff_crit_chance,25,1034",25,1039,,285,0,,,,,upgrade_ability
1,"buff_upgrade,100,1034",25,1040,,350,0,,,,,upgrade_ability
1,"buff_upgrade,100,1035",25,1041,,400,0,,,,,upgrade_ability
1,"buff_upgrade,50,1037",25,1042,,500,1037,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,100",25,1055,,800,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1051,,300,0,,,,,
1,"buff_crit_chance,25,1034",25,1054,,500,1038,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,100",25,1043,,35,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1044,,75,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1045,,120,0,,,,,
1,"global_dps_multiplier_mult,100",25,1046,,140,0,,,,,
1,"hero_dps_multiplier_mult,200",25,1047,,165,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1048,,185,0,,,,,
1,"hero_dps_multiplier_mult,200",25,1049,,225,0,,,,,
1,"hero_dps_multiplier_mult,200",25,1050,,255,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1052,,330,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1053,,375,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1056,,405,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1057,,445,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1058,,470,0,,,,,
1,"global_dps_multiplier_mult,100",25,1059,,490,0,,,,,
1,"buff_upgrade,50,1035",25,1060,,600,0,,,,,upgrade_ability
1,"buff_upgrade,50,1037",25,1061,,775,1037,,,,,upgrade_ability
1,"buff_crit_chance,25,1034",25,1062,,775,1038,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,100",25,1063,,520,0,,,,,
1,"hero_dps_multiplier_mult,200",25,1064,,545,0,,,,,
1,"hero_dps_multiplier_mult,200",25,1065,,585,0,,,,,
1,"hero_dps_multiplier_mult,200",25,1066,,630,0,,,,,
1,"hero_dps_multiplier_mult,200",25,1067,,685,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1068,,720,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1069,,755,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1070,,945,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1071,,840,0,,,,,
1,"hero_dps_multiplier_mult,100",25,1072,,890,0,,,,,
1,"buff_upgrade,100,1035",25,1073,,920,0,,,,,upgrade_ability
1,"buff_ultimate,100",25,1074,,870,0,,,,,unlock_ultimate
1,"effect_def,158",26,1075,Lathander's Grace,25,0,,,,Evelyn is a tanking champion focused on taking the hit for the team. Place her at the front of the formation.,
1,"effect_def,145",26,1076,Divine Prayer,50,0,,,,Evelyn buffs everyone behind her based on recent actions taken by or against her.,
1,"effect_def,147",26,1077,Channel Divinity,100,0,,,,,
1,"effect_def,149",26,1078,Steadfast Might,150,0,,,,,
1,"effect_def,150",26,1079,Conduit of the Light,200,0,,,,,
1,"effect_def,152",26,1080,,300,0,Divine Prayer is further increased when an ally comes under attack,3042.0,Fighting Style: Protection,,
1,"effect_def,154",26,1081,,300,0,Divine Prayer is further increased when Evelyn attacks an enemy who has recently attacked her,3041.0,Compel Duel,,
1,"set_ultimate_attack,103",26,1082,,250,0,,,,,
1,"hero_dps_multiplier_mult,100",26,1083,,10,0,,,,,
1,"hero_dps_multiplier_mult,100",26,1084,,40,0,,,,,
1,"hero_dps_multiplier_mult,100",26,1085,,70,0,,,,,
1,"hero_dps_multiplier_mult,200",26,1086,,90,0,,,,,
1,"hero_dps_multiplier_mult,200",26,1087,,125,0,,,,,
1,"hero_dps_multiplier_mult,200",26,1088,,160,0,,,,,
1,"hero_dps_multiplier_mult,200",26,1089,,190,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1090,,225,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1091,,260,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1092,,310,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1093,,345,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1094,,830,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1095,,385,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1096,,430,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1097,,475,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1098,,525,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1099,,580,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1100,,635,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1101,,695,0,,,,,
1,"hero_dps_multiplier_mult,300",26,1102,,760,0,,,,,
1,"global_dps_multiplier_mult,100",26,1103,,30,0,,,,,
1,"global_dps_multiplier_mult,100",26,1104,,275,0,,,,,
1,"global_dps_multiplier_mult,100",26,1105,,615,0,,,,,
1,"global_dps_multiplier_mult,100",26,1106,,810,0,,,,,
1,"buff_upgrade,100,1076",26,1107,,375,0,,,,,
1,"buff_upgrade,100,1076",26,1108,,500,0,,,,,
1,"buff_upgrade,100,1076",26,1109,,655,0,,,,,
1,"effect_def,160",27,1110,Extra Attacks,30,0,,,,"Binwin can attack multiple times per attack, doing more damage with each attack. He excels against large groups of durable enemies.",unlock_ability
1,"increase_num_unique_hits,100",27,1111,Crash and Smash,100,0,,,,Binwin deals double damage against armored and hits-based enemies.,unlock_ability
1,"effect_def,161",27,1112,Reckless Attacks,180,0,Binwin's normal attacks have a 20% chance of dealing damage to all enemies in a small cleave,3228.0,Reckless Attacks,,
1,"effect_def,162",27,1113,Relentless Attacks,180,0,The chance for Extra Attacks to proc is increased by 25%,3229.0,Relentless Attacks,,
1,"set_ultimate_attack,108",27,1114,,140,0,,,,,
1,"buff_upgrade,100,1110",27,1115,,80,0,,,,,
1,"buff_binwin_multi_attack_chance,10",27,1116,,150,0,,,,,upgrade_ability
1,"hero_dps_multiplier_mult,100",27,1118,,10,0,,,,,
1,"hero_dps_multiplier_mult,200",27,1119,,20,0,,,,,
1,"hero_dps_multiplier_mult,300",27,1120,,45,0,,,,,
1,"global_dps_multiplier_mult,100",27,1121,,50,0,,,,,
1,"hero_dps_multiplier_mult,300",27,1122,,60,0,,,,,
1,"hero_dps_multiplier_mult,200",27,1123,,70,0,,,,,
1,"hero_dps_multiplier_mult,200",27,1124,,85,0,,,,,
1,"hero_dps_multiplier_mult,200",27,1125,,95,0,,,,,
