export_params,fs,graphic,id,p,type,v
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_MelfsAcidArrow_Projectile,1505,0,1,3
{'uses': ['doodad']},0,Backgrounds/Generic/Doodad_Crypt_ShadowWall,1506,0,3,3
{'uses': ['effect']},0,Effects/Effect_ArcticDebuff,1507,0,1,2
{'uses': ['formation']},0,Icons/Champions/Icon_FormationBuff_Damage,1508,0,1,2
"{'uses': ['visualeffect'], 'export_animation': True}",0,Effects/Effect_Stunned,1509,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Arkhan,1510,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Arkhan_Small,1511,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Calliope,1512,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Calliope_Small,1513,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Complete,1514,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Complete_Small,1515,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Hitch,1516,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Hitch_Small,1517,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Jamilah,1518,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Jamilah_Small,1519,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Tyril,1520,0,1,2
{'uses': ['package_deal']},0,SalePacks/ForceGreyPack_Tyril_Small,1521,0,1,2
{'export_animation': True},0,SalePacks/ForceGreyPack_AllPacks_Small,1522,0,1,2
{'uses': ['icon']},0,Icons/Adventures/Adventure_Tomb_ExploringPortNyan,1523,0,1,2
{'uses': ['icon']},0,Icons/Adventures/Adventure_Tomb_ExplorningPortNyanVariant1,1524,0,1,2
{'uses': ['icon']},0,Icons/Adventures/Adventure_Tomb_RunningOfSaurs,1525,0,1,2
{'uses': ['icon']},0,Icons/Adventures/Adventure_Tomb_RunningOfSaursVariant1,1526,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_ExploringNyan_CollesiumKey,1527,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_ExploringNyan_Compass,1528,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_ExploringNyan_MonkeyMallet,1529,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_ExploringNyan_SailorMap,1530,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_ExploringNyan_SindaBerry,1531,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_ExploringNyan_Spyglass,1532,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_ExploringNyan_StolenMoneybag,1533,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_ExploringNyan_SymbolRasNsi,1534,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_ExploringNyan_WukkaNut,1535,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_RunningSaurs_CopperCoin,1536,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_RunningSaurs_DismemberedArm,1537,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_RunningSaurs_GnawedBone,1538,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_RunningSaurs_MonkeyHat,1539,0,1,4
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_RunningSaurs_MonkeyNet,1540,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_RunningSaurs_RustedDagger,1541,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_RunningSaurs_Skull,1542,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_RunningSaurs_SmashedTimber,1543,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_RunningSaurs_SquashedBasket,1544,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Quests/TombOfAnnihilation/Icon_Quests_RunningSaurs_TropicalFruit,1545,0,1,3
{'uses': ['portrait']},0,Icons/Portraits/TombOfAnnihilation/Icon_Portrait_NyanzaruCitizen,1546,0,1,2
{'uses': ['portrait']},0,Icons/Portraits/TombOfAnnihilation/Icon_Portrait_NyanzaruFirstMate,1547,0,1,2
{'uses': ['portrait']},0,Icons/Portraits/TombOfAnnihilation/Icon_Portrait_NyanzaruInformant,1548,0,1,3
{'uses': ['portrait']},0,Icons/Portraits/TombOfAnnihilation/Icon_Portrait_NyanzaruKenda,1549,0,1,2
{'uses': ['portrait']},0,Icons/Portraits/TombOfAnnihilation/Icon_Portrait_NyanzaruPirateCaptain,1550,0,1,2
{'uses': ['portrait']},0,Icons/Portraits/TombOfAnnihilation/Icon_Portrait_NyanzaruSailor,1551,0,1,2
{'uses': ['portrait']},0,Icons/Portraits/TombOfAnnihilation/Icon_Portrait_NyanzaruShopkeeper,1552,0,1,2
{'uses': ['portrait']},0,Icons/Portraits/TombOfAnnihilation/Icon_Portrait_NyanzaruSibonseni,1553,0,1,2
{'uses': ['portrait']},0,Icons/Portraits/TombOfAnnihilation/Icon_Portrait_NyanzaruTriceratopsRider,1554,0,1,2
{'uses': ['portrait']},0,Icons/Portraits/TombOfAnnihilation/Icon_Portrait_NyanzaruZitembe,1555,0,1,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/HallofGoldInterior_Near,1556,0,6,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/NyanzaruDarkBackAlley_Near,1557,0,6,3
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/NyanzaruShopInterior_Near,1558,0,6,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/NyanzaruStreetMarket_Near,1559,0,6,3
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/NyanzaruStreet_Near,1560,0,6,4
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/NyanzaruTempleExterior_Near,1561,0,6,3
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/Nyanzaru_Colosseum_Near,1562,0,6,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/Nyanzaru_ExecutionersRun_Near,1563,0,6,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/PortNyanzaru_Far,1564,0,6,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/PortNyanzaru_Mid,1565,0,6,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Town/PortNyanzaru/PortNyanzaru_Near,1566,0,6,3
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_Assassin,1567,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_CutpursePrince,1568,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_FatherKendra,1569,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_Informant,1570,0,3,3
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_MonkeyTamer,1571,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_OverambitiousBandit,1572,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_PirateCaptain,1573,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_YuanPureBlood_1,1574,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_YuanPureBlood_3,1575,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_YuanTiPureblood_2,1576,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_SailorFirstMate,1577,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_AncientStegosaurus,1578,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Dimetrodon,1579,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_FlyingMonkey_1,1580,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_FlyingMonkey_2,1581,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_FlyingMonkey_3,1582,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Stegosaurus,1583,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_TriceratopsRider,1584,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Triceratops_1,1585,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Triceratops_2,1586,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Triceratops_3,1587,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Velociraptor,1588,0,3,2
{'uses': ['monster']},0,Monsters/Monstrosities/Monster_Monstrosity_SuMonster,1589,0,3,2
{'uses': ['monster']},0,Monsters/Monstrosities/Monster_Monstrosity_YuanTiAbomination,1590,0,3,2
{'uses': ['monster']},0,Monsters/Undead/Monster_Undead_SkeletonChampion,1591,0,3,2
{'uses': ['monster']},0,Monsters/Undead/Monster_Undead_TriceratopsZombie,1592,0,3,2
{'uses': ['monster']},0,Monsters/Undead/Monster_Undead_TyrannosaurusRexZombie,1593,0,3,3
{'uses': ['monster']},0,Monsters/Undead/Monster_Undead_ZombieRat,1594,0,3,2
"{'uses': ['map'], 'compress': False}",0,Map/ChultMap,1595,0,1,4
{'uses': ['crusader']},0,Characters/Event/Hero_Dhadius,1596,0,3,4
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Belt1,1597,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Belt2,1598,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Belt3,1599,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Bracer1,1600,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Bracer2,1601,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Bracer3,1602,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Cloak,1603,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Cloak1,1604,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Cloak2,1605,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_MagicRing1,1606,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_MagicRing2,1607,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_MagicRing3,1608,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Staff1,1609,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Staff2,1610,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_Staff3,1611,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_SymboloftheArcaneBrotherhood1,1612,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_SymboloftheArcaneBrotherhood2,1613,0,1,6
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Dhadius/Icon_Equipment_Dhadius_SymboloftheArcaneBrotherhood3,1614,0,1,6
{'uses': ['notification']},0,SalePacks/BlackFridaySale,1615,0,1,5
{'uses': ['formation']},0,Icons/Champions/Icon_FormationBuff_Speed,1616,0,1,2
{'uses': ['formation']},0,Icons/Champions/Icon_FormationBuff_DamageFemale,1617,0,1,2
{'uses': ['formation']},0,Icons/Champions/Icon_FormationBuff_DamageMale,1618,0,1,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Mountain/MountainForest_BearRock_Near,1619,0,6,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Mountain/MountainForest_Clearing_Near,1620,0,6,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Mountain/MountainForest_FrozenTrees_Near,1621,0,6,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_ChubbyBear,1622,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_InjuredAlphaBoar,1623,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_WinterWolfAlpha,1624,0,3,3
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_WinterWolf_1,1625,0,3,5
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_WinterWolf_2,1626,0,3,3
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_WinterWolf_3,1627,0,3,3
{'uses': ['monster']},0,Monsters/Elementals/Monster_Elemental_IceMephitColossal,1628,0,3,3
{'uses': ['monster']},0,Monsters/Elementals/Monster_Elemental_IceMephit_1,1629,0,3,2
{'uses': ['monster']},0,Monsters/Elementals/Monster_Elemental_IceMephit_2,1630,0,3,2
{'uses': ['monster']},0,Monsters/Elementals/Monster_Elemental_IceMephit_3,1631,0,3,2
{'uses': ['monster']},0,Monsters/Giants/Monster_Giant_IceTroll,1632,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_ArcticBandit_1,1633,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_ArcticBandit_2,1634,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_ArcticBandit_3,1635,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_FurCladRanger,1636,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_RatCatcher,1637,0,3,2
{'uses': ['monster']},0,Monsters/Humanoids/Monster_Humanoid_ScarredLeader,1638,0,3,2
{'uses': ['monster']},0,Monsters/Monstrosities/Monster_Monstrosity_AbominableYeti,1639,0,3,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Achievement_Simril_1,1640,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Achievement_Simril_2,1641,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Achievement_Simril_3,1642,0,1,3
{'uses': ['icons']},0,Icons/Events/2017Simril/Achievement_Simril_4,1643,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Achievement_Simril_5,1644,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Icon_Formation_DhadiusCircleofPower,1645,0,1,3
{'uses': ['icons']},0,Icons/Events/2017Simril/Icon_Formation_DhadiusPracticeMakesPerfect,1646,0,1,3
{'uses': ['icons']},0,Icons/Events/2017Simril/Icon_Specialization_DhadiusEmpoweredCircle,1647,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Icon_Specialization_DhadiusEmpoweredOrbs,1648,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Icon_Ultimate_DhadiusWildMissileBarrage,1649,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Icon_Adventure,1650,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Icon_Banner,1651,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Icon_Currency,1652,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Icon_DivineFavor,1653,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Icon_MiniCurrency,1654,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Icon_MiniDivineFavor,1655,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Icon_Variant1,1656,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Icon_Variant2,1657,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Icon_Variant3,1658,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Inventory_GoldChest,1659,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Inventory_SilverChest,1660,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Notification,1661,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Portrait_ArcticBandit,1662,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Portrait_RatCatcher,1663,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_Portrait_ScarredLeader,1664,0,1,2
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Events/2017Simril/Simril_Quest_BagofGoatFlanks,1665,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Events/2017Simril/Simril_Quest_FrozenFlower,1666,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Events/2017Simril/Simril_Quest_FrozenShard,1667,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Events/2017Simril/Simril_Quest_SackofPotatoes,1668,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Events/2017Simril/Simril_Quest_SnowCoveredBerry,1669,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Events/2017Simril/Simril_Quest_TornGrainSack,1670,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Events/2017Simril/Simril_Quest_WhiteWolfPelt,1671,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Events/2017Simril/Simril_Quest_WolfPaw,1672,0,1,3
"{'available_sizes': ['default', '64x64', '128x128'], 'uses': ['quest']}",0,Icons/Events/2017Simril/Simril_Quest_WrappedHam,1673,0,1,3
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_RandomChest,1674,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_TabIcon_Champion,1675,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_TabIcon_Summary,1676,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_UpgradeLarge_1,1677,0,1,2
{'uses': ['icons']},0,Icons/Events/2017Simril/Simril_UpgradeLarge_2,1678,0,1,2
{'uses': ['chest']},0,Chests/SimrilGoldChest,1679,0,1,2
{'uses': ['chest']},0,Chests/SimrilSilverChest,1680,0,1,2
{'uses': ['icon']},0,Icons/Events/2017Simril/Simril_Icon_Blessings,1681,0,1,2
{'uses': ['icon']},0,Icons/Events/2017Simril/Simril_Icon_BlessingsTab,1682,0,1,2
"{'uses': ['background'], 'compress': False}",0,Backgrounds/Tunnel/TunnelSnowy_Near,1683,0,6,2
"{'uses': ['button'], 'export_animation': True}",0,Icons/Adventures/CampaignButton_Simril,1684,0,1,2
{'uses': ['map']},0,Map/Campaign02_MapLocations,1685,0,6,7
{'uses': ['minimap']},0,Icons/Maps/Icon_MiniMap_Chult,1686,0,1,2
{'uses': ['minimap']},0,Icons/Maps/Icon_MiniMap_SwordCoast,1687,0,1,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Stegosaurus_2,1688,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_Stegosaurus_3,1689,0,3,2
{'uses': ['monster']},0,Monsters/Undead/Monster_Undead_FlyingMonkey_1,1690,0,3,2
{'uses': ['effect']},0,Effects/Effect_MonkeySkull,1691,0,1,8
{'uses': ['crusader']},0,Characters/Event/Hero_Dhadius_Large,1692,0,3,3
{'uses': ['portrait']},0,Portraits/Portrait_Dhadius,1693,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticOrbBlue_Casting,1694,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticOrbBlue_Hit,1695,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticOrbBlue_Projectile,1696,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticOrbGreen_Casting,1697,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticOrbGreen_Hit,1698,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticOrbGreen_Projectile,1699,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticOrbRed_Casting,1700,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticOrbRed_Hit,1701,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticOrbRed_Projectile,1702,0,1,2
{'uses': ['variant']},0,Variants/Escort_FloatingTorch,1703,0,3,2
{'export_animation': True},0,Effects/Effect_CircleofPower_Ground,1704,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticPowerRed1,1705,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticPowerRed2,1706,0,1,2
"{'uses': ['effect'], 'export_animation': True}",0,Effects/Effect_ChromaticPowerRed3,1707,0,1,2
{'uses': ['icon']},0,Icons/Events/2017Simril/Simril_Icon_NotWise,1708,0,1,2
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Cape1,1709,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Cape2,1710,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Cape3,1711,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Chest1,1712,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Chest2,1713,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Chest3,1714,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_IcingDeath1,1715,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_IcingDeath2,1716,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_IcingDeath3,1717,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Panther1,1718,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Panther2,1719,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Panther3,1720,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Twinkle1,1721,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Twinkle2,1722,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Twinkle3,1723,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Unicorn1,1724,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Unicorn2,1725,0,1,5
"{'available_sizes': ['default', '128x128'], 'uses': ['equipment']}",0,Icons/Equipment/Drizzt/Icon_Equipment_Drizzt_Unicorn3,1726,0,1,5
{'uses': ['crusader']},0,Characters/Hero_Drizzt,1727,0,3,2
{'uses': ['crusader']},0,Characters/Hero_Drizzt_Large,1728,0,3,3
{'uses': ['portrait']},0,Portraits/Portrait_Drizzit,1729,0,1,2
{'uses': ['monster']},0,Monsters/Abberations/Monster_Abberation_GibberingMouther,1730,0,3,2
{'uses': ['monster']},0,Monsters/Abberations/Monster_Abberation_LesserGibberingMouther_1,1731,0,3,2
{'uses': ['monster']},0,Monsters/Abberations/Monster_Abberation_LesserGibberingMouther_2,1732,0,3,2
{'uses': ['monster']},0,Monsters/Abberations/Monster_Abberation_LesserGibberingMouther_3,1733,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_AlphaWolf,1734,0,3,3
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_BurningRatGiant,1735,0,3,3
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_BurningRat_1,1736,0,3,3
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_BurningRat_2,1737,0,3,2
{'uses': ['monster']},0,Monsters/Beasts/Monster_Beast_BurningRat_3,1738,0,3,2
