description,effects,graphic_id,hero_id,id,name,rarity,slot_id
I certainly am that.,"[{'effect_string': 'hero_dps_multiplier_mult,350'}]",1599,17,388,Glorious Belt of the Impressive Wizard,4,1
"A bracer for a lesser mage. I object to wearing it, honestly.","[{'effect_string': 'global_dps_multiplier_mult,10'}]",1600,17,389,Clumsy Bracer,1,2
"Provides some deflection, I suppose. Not that I need it.","[{'effect_string': 'global_dps_multiplier_mult,65'}]",1600,17,390,Leather Bracer,2,2
Empowers my already formidable magical abilities.,"[{'effect_string': 'global_dps_multiplier_mult,120'}]",1601,17,391,Arcane Bracer,3,2
"Well, if you say so.","[{'effect_string': 'global_dps_multiplier_mult,230'}]",1602,17,392,Wonderous Bracer of the Greatest Wizard,4,2
It'll do until I can get back into my usual wardrobe.,"[{'effect_string': 'buff_upgrade,25,596'}]",1604,17,393,Ratty Cloak,1,3
"It's not mine, I'm just borrowing it.","[{'effect_string': 'buff_upgrade,87.5,596'}]",1604,17,394,Apprentice's Cloak,2,3
"Velvet is the hallmark of impressive wizards, you know.","[{'effect_string': 'buff_upgrade,150,596'}]",1605,17,395,Velvet Cloak,3,3
"I am respected, aren't I?","[{'effect_string': 'buff_upgrade,275,596'}]",1603,17,396,Flowing Cloak of the Respected Wizard,4,3
"In the hands of an amazing wizard such as myself, even a simple ring can be powerful.","[{'effect_string': 'buff_upgrade,25,597'}]",1606,17,397,Tin Ring,1,4
"It may not look like much - or be much, for that matter - but it's mine, so it's impressive.","[{'effect_string': 'buff_upgrade,87.5,597'}]",1606,17,398,Shiny Iron Ring,2,4
"Just a single touch can turn a man to ice. Or make them somewhat chilly, at least.","[{'effect_string': 'buff_upgrade,150,597'}]",1607,17,399,Frosted Ring,3,4
Not that I have to prove myself to anyone.,"[{'effect_string': 'buff_upgrade,275,597'}]",1608,17,400,Frozen Ring of the Proven Wizard,4,4
Nothing a little ingenuity can't fix.,"[{'effect_string': 'buff_ultimate,25'}]",1609,17,401,Cracked Staff,1,5
"If your staff isn't glowing, you're not wizarding right.","[{'effect_string': 'buff_ultimate,87.5'}]",1609,17,402,Glowing Staff,2,5
Shining like the statue of me in the Luskan harbour will be. Once I get my due.,"[{'effect_string': 'buff_ultimate,150'}]",1610,17,403,Shining Staff,3,5
Are you sure 'legendary' is the right word? It seems too simple to me.,"[{'effect_string': 'buff_ultimate,275'}]",1611,17,404,Brilliant Staff of the Legendary Wizard,4,5
The Arcane Brotherhood's symbol should never be displayed so dimly.,"[{'effect_string': 'reduce_ultimate_cooldown,7'}]",1612,17,405,Dull Amulet,1,6
It's a little difficult to handle. Shocks you when you touch it.,"[{'effect_string': 'reduce_ultimate_cooldown,13'}]",1612,17,406,Sparking Amulet,2,6
A wonderful symbol of the Brotherhood.,"[{'effect_string': 'reduce_ultimate_cooldown,25'}]",1613,17,407,Onyx Arcane Brotherhood Amulet,3,6
"I certainly wouldn't want to assume a rank, but that sounds about right.","[{'effect_string': 'reduce_ultimate_cooldown,63'}]",1614,17,408,Master's Amulet of the Arcane Brotherhood,4,6
The first scimitar I used in my training with Zaknafein.,"[{'effect_string': 'hero_dps_multiplier_mult,50'}]",1715,18,409,Cracked Scimitar,1,1
An instrument of death in the hands of an experienced drow warrior.,"[{'effect_string': 'hero_dps_multiplier_mult,125'}]",1715,18,410,Sharp Scimitar,2,1
It pulses with a soft icy glow.,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",1716,18,411,Frostbrand Scimitar,3,1
"Found in the treasure hoard of the white dragon Ingeloakastimizilian, better known as Icingdeath.","[{'effect_string': 'hero_dps_multiplier_mult,350'}]",1717,18,412,Icingdeath,4,1
A dull weapon suitable for training young Drow in the ways of battle.,"[{'effect_string': 'hero_dps_multiplier_mult,50'}]",1721,18,413,Dull Scimitar,1,2
A slender weapon; far more deadly than a bulky greatsword.,"[{'effect_string': 'hero_dps_multiplier_mult,125'}]",1721,18,414,Lithe Scimitar,2,2
An experienced warrior can use a sword for defense as well as offense.,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",1722,18,415,Defender Scimitar,3,2
Gifted to me by a Harpell of all people. One of the few sane ones.,"[{'effect_string': 'hero_dps_multiplier_mult,350'}]",1723,18,416,Twinkle,4,2
"An apt metaphor for myself, if I'm being introspective.","[{'effect_string': 'global_dps_multiplier_mult,10'}]",1709,18,417,Tattered Cloak,1,3
Allows you to blend in with the stony crags and otherworldly fungi of the Underdark.,"[{'effect_string': 'global_dps_multiplier_mult,65'}]",1709,18,418,Underdark Cloak,2,3
There was a time I would have been thrilled to receive this cloak. Now I use it because I must.,"[{'effect_string': 'global_dps_multiplier_mult,120'}]",1710,18,419,Drow Ranger's Cloak,3,3
Gifted to me by the Weeping Friars. Strange folk.,"[{'effect_string': 'global_dps_multiplier_mult,230'}]",1711,18,420,Hooded Cloak of the Faerûn Hero,4,3
It would be better if you simply didn't get hit while wearing this.,"[{'effect_string': 'buff_upgrade,25,634'}]",1712,18,421,Flimsy Chest Piece,1,4
A generic leather chest piece. Not much to note.,"[{'effect_string': 'buff_upgrade,87.5,634'}]",1712,18,422,Leather Chest Piece,2,4
Aids me in moving quickly and silently through most terrain.,"[{'effect_string': 'buff_upgrade,150,634'}]",1713,18,423,Drow Ranger's Chest Piece,3,4
"I miss my homeland some days, but I don't miss the pain and strife that consumes that place.","[{'effect_string': 'buff_upgrade,275,634'}]",1714,18,424,Chest Piece of the Lost Homeland,4,4
A children's play-thing.,"[{'effect_string': 'buff_ultimate,25'}]",1718,18,425,Panther Toy,1,5
It has been painted black to resemble a more powerful artifact.,"[{'effect_string': 'buff_ultimate,87.5'}]",1718,18,426,Tin Statue,2,5
"Transforms into a black panther upon command. Not Guenhwyvar, though.","[{'effect_string': 'buff_ultimate,150'}]",1719,18,427,Onyx Figurine,3,5
"A unique figurine that summons my faithful companion, Guenhwyvar.","[{'effect_string': 'buff_ultimate,275'}]",1720,18,428,Figurine of Guenhwyvar,4,5
An apprentice's replica of a far more powerful artifact.,"[{'effect_string': 'reduce_ultimate_cooldown,7'}]",1724,18,429,Steel Charm,1,6
A simple charm engraved with a unicorn motif.,"[{'effect_string': 'reduce_ultimate_cooldown,14'}]",1724,18,430,Engraved Charm,2,6
"Can be used to summon a faithful unicorn mount, if you are worthy.","[{'effect_string': 'reduce_ultimate_cooldown,28'}]",1725,18,431,Unicorn Necklace,3,6
The ruling council of Silverymoon granted me Andarhar as gratitude for my service.,"[{'effect_string': 'reduce_ultimate_cooldown,70'}]",1726,18,432,Horn Charm of Mielikki,4,6
"Still sturdy enough to cause damage, if ye know what yer doin'.","[{'effect_string': 'hero_dps_multiplier_mult,50'}]",1907,19,433,Cracked Hammer,1,1
A hammer's just a chunk o' iron 'til it's in the hands of a proper warrior.,"[{'effect_string': 'hero_dps_multiplier_mult,125'}]",1907,19,434,Stout Hammer,2,1
The last thing me enemies see before Gorm takes 'em.,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",1908,19,435,Shining Hammer,3,1
"A beacon of hope for all who see its mighty swing. Enemies not included, of course.","[{'effect_string': 'hero_dps_multiplier_mult,350'}]",1909,19,436,Golden Hammer of Clan Undurr,4,1
"A sad thing, but it's nice to have somethin' to follow.","[{'effect_string': 'global_dps_multiplier_mult,10'}]",1898,19,437,Ratty Banner,1,2
As durable as the Order of the Gauntlet itself.,"[{'effect_string': 'global_dps_multiplier_mult,65'}]",1898,19,438,Durable Banner,2,2
Brings a tear to me eye seein' it flap in the wind.,"[{'effect_string': 'global_dps_multiplier_mult,120'}]",1899,19,439,Waving Banner,3,2
The Order is my home now. I shall follow them to the end o' time.,"[{'effect_string': 'global_dps_multiplier_mult,230'}]",1900,19,440,Order of the Gauntlet Banner,4,2
Even the craggiest chunk of brass can have great meaning.,"[{'effect_string': 'buff_upgrade,25,640'}]",1913,19,441,Dull Brass Symbol,1,3
There was a time that I dinnae know what this symbol meant.,"[{'effect_string': 'buff_upgrade,87.5,640'}]",1913,19,442,Dwarf-Forged Symbol,2,3
"In me time of need, Gorm has been a shining beacon of hope.","[{'effect_string': 'buff_upgrade,150,640'}]",1914,19,443,Symbol of Gorm,3,3
"Gorm Gulthyn himself has chosen me as his emissary, of this I am sure.","[{'effect_string': 'buff_upgrade,275,640'}]",1915,19,444,Faithful Golden Amulet of Gorm,4,3
"Protects me waist and me legs! A little on the heavy side, though.","[{'effect_string': 'buff_upgrade,25,641'}]",1901,19,445,Heavy Belt,1,4
Yer gonna need a strong blow to get through this.,"[{'effect_string': 'buff_upgrade,87.5,641'}]",1901,19,446,Iron Plated Belt,2,4
"I was thinkin' one day, what haven't I plated in gold yet? Then I looked down.","[{'effect_string': 'buff_upgrade,150,641'}]",1902,19,447,Gold Plated Belt,3,4
It is my solemn duty to aid those in need and defend those who cannae defend themselves.,"[{'effect_string': 'buff_upgrade,275,641'}]",1903,19,448,Shining Belt of the Devout Cleric,4,4
I'm one tough dwarf to crack.,"[{'effect_string': 'buff_ultimate,25'}]",1904,19,449,Steel Breastplate,1,5
"Ye can never have enough gold on yer armor, ye know.","[{'effect_string': 'buff_ultimate,87.5'}]",1904,19,450,Ornate Breastplate,2,5
"A masterfully crafted breastplate, if I ever saw one.","[{'effect_string': 'buff_ultimate,150'}]",1905,19,451,Gemmed Breastplate,3,5
"Perhaps a little over the top, yea, but if it causes just one enemy to pause, it's done its job.","[{'effect_string': 'buff_ultimate,275'}]",1906,19,452,Bejewelled Breastplate of Dwarves,4,5
"The old helm of my beloved, Storn Skulldark.","[{'effect_string': 'reduce_ultimate_cooldown,9'}]",1910,19,453,Used Helmet,1,6
Granted to me by the Order of the Gauntlet when I joined their ranks.,"[{'effect_string': 'reduce_ultimate_cooldown,18'}]",1910,19,454,New Helmet,2,6
"Dinnae worry about me, it's reinforced with good dwarven steel.","[{'effect_string': 'reduce_ultimate_cooldown,36'}]",1911,19,455,Jewelled Helmet,3,6
Granted only to the Order's most devout and effective followers.,"[{'effect_string': 'reduce_ultimate_cooldown,90'}]",1912,19,456,Brilliant Helmet of the Order,4,6
"I prefer sneaking to stabbing, to be honest.","[{'effect_string': 'hero_dps_multiplier_mult,50'}]",2041,20,457,Dull Dagger,1,1
This is what happens when you try to fight. Your nice things get chipped.,"[{'effect_string': 'hero_dps_multiplier_mult,125'}]",2041,20,458,Chipped Dagger,2,1
"A solid dagger for a solid fellow, if I do say so myself.","[{'effect_string': 'hero_dps_multiplier_mult,200'}]",2042,20,459,Halfling's Dagger,3,1
I'd rather not use this. It's quite nice and pristine.,"[{'effect_string': 'hero_dps_multiplier_mult,350'}]",2043,20,460,Inscribed Dagger of the Hesitant Rogue,4,1
It kind of... bends... when you swing it.,"[{'effect_string': 'global_dps_multiplier_mult,10'}]",2044,20,461,Light Mace,1,2
Orcs don't take too kindly to being bopped by this mace. Take it from me.,"[{'effect_string': 'global_dps_multiplier_mult,65'}]",2044,20,462,Dented Mace,2,2
This mace and I have travelled many roads together.,"[{'effect_string': 'global_dps_multiplier_mult,120'}]",2045,20,463,Traveller's Mace,3,2
Did I ever tell you about the time I ruled the Mithral Hall?,"[{'effect_string': 'global_dps_multiplier_mult,230'}]",2046,20,464,Short Mace of Dwarven Rule,4,2
This ruby ought to fetch a good price in Baldur's Gate.,"[{'effect_string': 'buff_upgrades,25,695,696', 'description': ""Increases the effect of Regis' Ruby Encouragement ability by $(amount)%.""}]",2032,20,465,Dull Ruby Amulet,1,3
It certainly is alluring.,"[{'effect_string': 'buff_upgrades,87.5,695,696', 'description': ""Increases the effect of Regis' Ruby Encouragement ability by $(amount)%.""}]",2032,20,466,Shiny Ruby Amulet,2,3
I suspect it holds some magical power.,"[{'effect_string': 'buff_upgrades,150,695,696', 'description': ""Increases the effect of Regis' Ruby Encouragement ability by $(amount)%.""}]",2033,20,467,Pulsing Ruby Amulet,3,3
"Oh, don't worry. He won't miss it. He's got eleven others.","[{'effect_string': 'buff_upgrades,275,695,696', 'description': ""Increases the effect of Regis' Ruby Encouragement ability by $(amount)%.""}]",2034,20,468,Pasha Pook's Ruby Amulet,4,3
Spoiled?! I fished it up just a few days ago.,"[{'effect_string': 'buff_upgrades,25,697,698,699', 'description': ""Increases the effect of Regis' Ruby Weakness ability by $(amount)%.""}]",2062,20,469,Spoiled Trout,1,4
"A trout worthy of an adventurer's lunch sack, if I ever saw one.","[{'effect_string': 'buff_upgrades,87.5,697,698,699', 'description': ""Increases the effect of Regis' Ruby Weakness ability by $(amount)%.""}]",2062,20,470,Dry Trout,2,4
Who doesn't like a nice snack mid-adventure?,"[{'effect_string': 'buff_upgrades,150,697,698,699', 'description': ""Increases the effect of Regis' Ruby Weakness ability by $(amount)%.""}]",2063,20,471,Filet o' Knuckhead,3,4
The perfect snack for a journey to Icewind Dale.,"[{'effect_string': 'buff_upgrades,275,697,698,699', 'description': ""Increases the effect of Regis' Ruby Weakness ability by $(amount)%.""}]",2064,20,472,Freshly Salted Knucklehead Trout,4,4
You put things in and they almost immediately fall out.,"[{'effect_string': 'buff_ultimate,25'}]",2035,20,473,Holey Bag,1,5
"Certainly won't fall apart on you, no matter how long your travels.","[{'effect_string': 'buff_ultimate,87.5'}]",2035,20,474,Sturdy Bag,2,5
For when your journey may be longer than your foresight.,"[{'effect_string': 'buff_ultimate,150'}]",2036,20,475,Traveller's Bag,3,5
"It's like a Bag of Holding, except completely plain and non-magical.","[{'effect_string': 'buff_ultimate,275'}]",2037,20,476,Halfling's Bag of Stashing,4,5
"If you're going to fight, you may as well be wearing a hat.","[{'effect_string': 'reduce_ultimate_cooldown,8'}]",2038,20,477,Faded Beret,1,6
"If you're going to fight, you may as well be comfortable.","[{'effect_string': 'reduce_ultimate_cooldown,15'}]",2038,20,478,Comfortable Beret,2,6
"If you're going to fight, you may as well be fashionable.","[{'effect_string': 'reduce_ultimate_cooldown,30'}]",2039,20,479,Fashionable Beret,3,6
"Rather than fight, why not simply blend in with the enemy?","[{'effect_string': 'reduce_ultimate_cooldown,75'}]",2040,20,480,Protective Beret of Disguise,4,6
Sharper and lighter than an iron sword.,"[{'effect_string': 'hero_dps_multiplier_mult,125'}]",2140,21,482,Steel Shortsword,2,1
"Sturdy but heavy, enough to inflict damage with some moderate effort.","[{'effect_string': 'hero_dps_multiplier_mult,50'}]",2140,21,481,Iron Shortsword,1,1
This blade sings the songs of battle.,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",2141,21,483,Singing Sword,3,1
"It never needs to be sharpened, much like my wit!","[{'effect_string': 'hero_dps_multiplier_mult,350'}]",2142,21,484,Hardy Sword of Sharpness,4,1
Simple bracers fashioned from discarded cloth.,"[{'effect_string': 'hero_dps_multiplier_mult,50'}]",2134,21,485,Cloth Bracers,1,2
"These wraps provide moderate defense, but primarily help brace my arm in battle.","[{'effect_string': 'hero_dps_multiplier_mult,125'}]",2134,21,486,Wrapped Bracers,2,2
A stable bracer that aids in both attack and defense.,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",2135,21,487,Hardened Leather Bracers,3,2
"If you look hard enough, you can find music in everything.","[{'effect_string': 'hero_dps_multiplier_mult,350'}]",2136,21,488,Reinforced Bracers of Song,4,2
"Produces a rusty, clanging sound. Good enough to keep tempo in battle.","[{'effect_string': 'global_dps_multiplier_mult,10'}]",2128,21,489,Brass Anklet,1,3
"They may not aid in stealth, but my songs are much more potent.","[{'effect_string': 'global_dps_multiplier_mult,65'}]",2128,21,490,Ringing Anklet,2,3
Empowers my allies against the darkness and the dead.,"[{'effect_string': 'global_dps_multiplier_mult,120'}]",2129,21,491,Jingling Anklet,3,3
Rings true and proud as I wade though battle.,"[{'effect_string': 'global_dps_multiplier_mult,230'}]",2130,21,492,Perfect Anklet of Pure Pitch,4,3
"A bit out a tune, but it's cheap.","[{'effect_string': 'buff_upgrade,25,741'}]",2137,21,493,Simple Lute,1,4
This magical instrument creates a unique and empowering sound.,"[{'effect_string': 'buff_upgrade,87.5,741'}]",2137,21,494,Doss Lute,2,4
The golden frets create a sound which can be heard over great distances.,"[{'effect_string': 'buff_upgrade,150,741'}]",2138,21,495,Gold-inlaid Lute,3,4
An instrument as finely crafted as one could ever hope to own.,"[{'effect_string': 'buff_upgrade,275,741'}]",2139,21,496,Masterwork Lute of Rest,4,4
It would not help if my pants fell down during battle.,"[{'effect_string': 'buff_ultimate,25'}]",2131,21,497,Simple Belt,1,5
An alligator thought it could best me in combat. Obviously it did not.,"[{'effect_string': 'buff_ultimate,87.5'}]",2131,21,498,Alligator Leather Belt,2,5
A raptor's hide -- if you can take one down -- is extremely durable.,"[{'effect_string': 'buff_ultimate,150'}]",2132,21,499,Dinosaur Hide Belt,3,5
Who says you can't be fashionable in battle?,"[{'effect_string': 'buff_ultimate,275'}]",2133,21,500,Gold-inlaid Belt of Tempo,4,5
"A little worse for wear, but it's better than nothing.","[{'effect_string': 'reduce_ultimate_cooldown,5'}]",2143,21,501,Padded Cloth Pauldron,1,6
"Made in native Chultan fashion, with a few extra Chult-specific dangers in mind.","[{'effect_string': 'reduce_ultimate_cooldown,9'}]",2143,21,502,Chultan Pauldron,2,6
"With raptor-like scales fashioned from silver, this tunic provides excellent defense and mobility.","[{'effect_string': 'reduce_ultimate_cooldown,18'}]",2144,21,503,Silver Scale Tunic,3,6
"Lighter than it appears, this armor both looks good and provides unparallelled defense.","[{'effect_string': 'reduce_ultimate_cooldown,45'}]",2145,21,504,Sapphire-inlaid Linked Armor,4,6
A little tougher to reload than your average crossbow.,"[{'effect_string': 'hero_dps_multiplier_mult,50'}]",2377,22,505,Rusty Crossbow,1,1
"A sturdy crossbow, though its destructive potential is lackluster.","[{'effect_string': 'hero_dps_multiplier_mult,125'}]",2377,22,506,Oak Crossbow,2,1
Reinforced with an alloy of my own invention.,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",2378,22,507,Reinforced Crossbow,3,1
The draw strength is several times higher than any gnome could manage unaided.,"[{'effect_string': 'hero_dps_multiplier_mult,350'}]",2379,22,508,Thunderbolt,4,1
"Well worn and still warm, but not ideal for tracking prey through the forest.","[{'effect_string': 'global_dps_multiplier_mult,10'}]",2371,22,509,Worn Cloak,1,2
"A simple cloak made for someone of a shorter stature, like myself.","[{'effect_string': 'global_dps_multiplier_mult,65'}]",2371,22,510,Gnome's Cloak,2,2
"Blends in with the forest, allowing me to pass unseen.","[{'effect_string': 'global_dps_multiplier_mult,120'}]",2372,22,511,Blending Cloak,3,2
"Even all these years later, my heart still beats faster when I see a dark elf.","[{'effect_string': 'global_dps_multiplier_mult,230'}]",2373,22,512,Long Ranger's Cloak of Vengeance,4,2
It's still got a few bolts left; they'll have to do.,"[{'effect_string': 'buff_upgrades,25,843,844,845,846,847', 'description': ""Increases the effect of Zorbu's Favored Enemy abilities by $(amount)%.""}]",2383,22,513,Nearly Empty Quiver,1,3
It won't tear or rip when I grab a bolt.,"[{'effect_string': 'buff_upgrades,87.5,843,844,845,846,847', 'description': ""Increases the effect of Zorbu's Favored Enemy abilities by $(amount)%.""}]",2383,22,514,Tough Hide Quiver,2,3
As finely crafted a quiver as a ranger could hope for.,"[{'effect_string': 'buff_upgrades,150,843,844,845,846,847', 'description': ""Increases the effect of Zorbu's Favored Enemy abilities by $(amount)%.""}]",2384,22,515,Finely Crafted Quiver,3,3
The capacity of this quiver never seems to expire.,"[{'effect_string': 'buff_upgrades,275,843,844,845,846,847', 'description': ""Increases the effect of Zorbu's Favored Enemy abilities by $(amount)%.""}]",2385,22,516,Bursting Quiver of the Endless Barrage,4,3
Scrapped together from a few failed experiments.,"[{'effect_string': 'buff_upgrade,25,848'}]",2380,22,517,Patchwork Glasses,1,4
"They're heavy, but it's better than being blind!","[{'effect_string': 'buff_upgrade,87.5,848'}]",2380,22,518,Heavy Metal Glasses,2,4
Have you read the latest symposium on clockwork animals? Fascinating!,"[{'effect_string': 'buff_upgrade,150,848'}]",2381,22,519,Gnomish Reading Glasses,3,4
"When you're as old as I am, a good set of glasses is a lifesaver.","[{'effect_string': 'buff_upgrade,275,848'}]",2382,22,520,Bifocal Glasses of the Aged Gnome,4,4
"Go on, skibbers! You can make it!","[{'effect_string': 'buff_ultimate,25'}]",2374,22,521,Rusty Mechanical Squirrel,1,5
That... can't be good.,"[{'effect_string': 'buff_ultimate,87.5'}]",2374,22,522,Sparking Mechanical Squirrel,2,5
"Come on, buddy! You can make it!","[{'effect_string': 'buff_ultimate,150'}]",2375,22,523,Skittering Mechanical Squirrel,3,5
I call him skibbers! He goes boom!,"[{'effect_string': 'buff_ultimate,275'}]",2376,22,524,Clockwork Squirrel of Alchemist's Fire,4,5
"It's missing a few important tools, but I can make do.","[{'effect_string': 'reduce_ultimate_cooldown,6'}]",2386,22,525,Sparse Toolset,1,6
This ol' set has gotten me out of more than a couple close scrapes.,"[{'effect_string': 'reduce_ultimate_cooldown,12'}]",2386,22,526,Worn Toolset,2,6
"Every tool you could ever want. No nozzle, nail, or nut can withstand me.","[{'effect_string': 'reduce_ultimate_cooldown,24'}]",2387,22,527,Complete Toolset,3,6
"If skibbers does his job right, I'll need this set to fix him up.","[{'effect_string': 'reduce_ultimate_cooldown,60'}]",2388,22,528,Tinker's Toolset of Total Annihilation,4,6
It's a *good* mold.,"[{'effect_string': 'hero_dps_multiplier_mult,50'}]",2500,23,529,Moldy Snacks,1,1
I made them just for you.,"[{'effect_string': 'hero_dps_multiplier_mult,125'}]",2500,23,530,Sad Snacks,2,1
No promises that the flavors are tasty.,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",2501,23,531,Flavorful Snacks,3,1
There's barely anything that will kill you!,"[{'effect_string': 'hero_dps_multiplier_mult,350'}]",2502,23,532,Tasty Snicketty Snooks,4,1
"'Get a new hat,' they say. No, I like this one! It's comfy!","[{'effect_string': 'hero_dps_multiplier_mult,50'}]",2491,23,533,Tattered Witch Hat,1,2
It got caught on a bramble in Barovia.,"[{'effect_string': 'hero_dps_multiplier_mult,125'}]",2491,23,534,Torn Witch Hat,2,2
"Holey, not holy! Very much not holy.","[{'effect_string': 'hero_dps_multiplier_mult,200'}]",2492,23,535,Holey Witch Hat,3,2
What?! There's all that wasted space!,"[{'effect_string': 'hero_dps_multiplier_mult,350'}]",2493,23,536,Snack-Filled Witch Hat,4,2
"That's not dirt, that's Stinky!","[{'effect_string': 'global_dps_multiplier_mult,10'}]",2494,23,537,Dirty Pot,1,3
I really should patch that up someday.,"[{'effect_string': 'global_dps_multiplier_mult,65'}]",2494,23,538,Leaking Pot,2,3
Dang rat's heavier now than he was when he was alive.,"[{'effect_string': 'global_dps_multiplier_mult,120'}]",2495,23,539,Large Heavy Pot,3,3
"I miss my old cranium rat. RIP, buddy.","[{'effect_string': 'global_dps_multiplier_mult,230'}]",2496,23,540,Polished Pot of Stinky's Ashes,4,3
"Hey, there's some good stuff in there!","[{'effect_string': 'buff_upgrade,25,871'}]",2497,23,541,Assorted Garbage,1,4
Garbage? I'll show you garbage!,"[{'effect_string': 'buff_upgrade,87.5,871'}]",2497,23,542,Pile of Garbage,2,4
They're irreplacable!,"[{'effect_string': 'buff_upgrade,150,871'}]",2498,23,543,Collected Knick-Knacks,3,4
I can't believe nobody else wants this stuff! It's priceless!,"[{'effect_string': 'buff_upgrade,275,871'}]",2499,23,544,Super High Quality Garbage,4,4
I can't quite make out the runes. They look kinda magic.,"[{'effect_string': 'hero_dps_multiplier_if_attack,25,92,93,95', 'description': 'Increases the damage of Strix while one of her Ultimates is active by $(amount)%.'}]",2503,23,545,Dim Staff,1,5
A solid staff for someone who knows magic.,"[{'effect_string': 'hero_dps_multiplier_if_attack,87.5,92,93,95', 'description': 'Increases the damage of Strix while one of her Ultimates is active by $(amount)%.'}]",2503,23,546,Black Wooden Staff,2,5
Do you think maybe it knows magic?,"[{'effect_string': 'hero_dps_multiplier_if_attack,150,92,93,95', 'description': 'Increases the damage of Strix while one of her Ultimates is active by $(amount)%.'}]",2504,23,547,Mystical Runed Staff,3,5
I know magic!,"[{'effect_string': 'hero_dps_multiplier_if_attack,275,92,93,95', 'description': 'Increases the damage of Strix while one of her Ultimates is active by $(amount)%.'}]",2505,23,548,Polymorphing Staff of the Trash Witch,4,5
Stinky? I don't smell anything.,"[{'effect_string': 'reduce_ultimate_cooldown,7'}]",2488,23,549,Stinky Owlbear Cloak,1,6
The hem doesn't drag along the ground. I'd rather it did.,"[{'effect_string': 'reduce_ultimate_cooldown,14'}]",2488,23,550,Short Owlbear Cloak ,2,6
Keeps me cozy in cold places.,"[{'effect_string': 'reduce_ultimate_cooldown,27'}]",2489,23,551,Warm Owlbear Cloak,3,6
I can hide within its folds if I need to.,"[{'effect_string': 'reduce_ultimate_cooldown,68'}]",2490,23,552,Dark Owlbear Cloak of the Sad Sorcerer,4,6
Still functions as a passable stave. I will need to get this sharpened.,"[{'effect_string': 'hero_dps_multiplier_mult,50'}]",2709,24,553,Dull Naginata,1,1
"A decent enough material, for your type at least.","[{'effect_string': 'hero_dps_multiplier_mult,125'}]",2709,24,554,Steel Naginata,2,1
Aha! Gith silver is unparallelled in battle. For Zaerith!,"[{'effect_string': 'hero_dps_multiplier_mult,200'}]",2710,24,555,Silver Naginata,3,1
The force of this Naginata disrupts the Illithid's psionic field.,"[{'effect_string': 'hero_dps_multiplier_mult,350'}]",2711,24,556,Kensei Naginata of Illithid Slaying,4,1
"They are quite comfortable, unlike your Material Plane.","[{'effect_string': 'hero_dps_multiplier_mult,50'}]",2703,24,557,Woven Bracers,1,2
"Your world is cold and unpleasant, but I will adapt.","[{'effect_string': 'hero_dps_multiplier_mult,125'}]",2703,24,558,Dyed Wool Bracers,2,2
"I would prefer a Limbo-crafted pair, but these will do.","[{'effect_string': 'hero_dps_multiplier_mult,200'}]",2704,24,559,Fine Bracers,3,2
Crafted by Githzerai artificers out of Limbo chaos-stuff.,"[{'effect_string': 'hero_dps_multiplier_mult,350'}]",2705,24,560,Chaotic Bracers of the Githzerai,4,2
"Well that's not much use to me now, is it?","[{'effect_string': 'global_dps_multiplier_mult,10'}]",2697,24,561,Sealed Jug,1,3
"Almost as useless as a sealed jug, but at least I can fill it.","[{'effect_string': 'global_dps_multiplier_mult,65'}]",2697,24,562,Empty Jug,2,3
A wonderous device. Would you like 2 gallons of mayonnaise?,"[{'effect_string': 'global_dps_multiplier_mult,120'}]",2698,24,563,Alchemy Jug,3,3
"Useful for long journeys through the Material Plane, such as the one I'm on.","[{'effect_string': 'global_dps_multiplier_mult,230'}]",2699,24,564,Overflowing Alchemy Jug,4,3
"A trinket. A toy. Not of much use, to be honest.","[{'effect_string': 'buff_upgrade,25,896'}]",2700,24,565,Ruby Amulet,1,4
"A precious gem for you, perhaps, but easily come by in Limbo.","[{'effect_string': 'buff_upgrade,87.5,896'}]",2700,24,566,Bloodstone Amulet,2,4
Only when one is calm can one access Ki.,"[{'effect_string': 'buff_upgrade,150,896'}]",2701,24,567,Calming Amulet,3,4
The swirling reminds me of Limbo.,"[{'effect_string': 'buff_upgrade,275,896'}]",2702,24,568,Planar Amulet of Homecoming,4,4
"A simple accessory, but comforting in this strange place.","[{'effect_string': 'buff_nrakk_ultimate,25'}]",2712,24,569,Short Scarf,1,5
Keeps me warm during cold Material Plane nights.,"[{'effect_string': 'buff_nrakk_ultimate,87.5'}]",2712,24,570,Heavy Scarf,2,5
Flits and flutters behind me in battle.,"[{'effect_string': 'buff_nrakk_ultimate,150'}]",2713,24,571,Embroidered Scarf,3,5
"When my Ki is centered, the scarf barely flutters at all.","[{'effect_string': 'buff_nrakk_ultimate,275'}]",2714,24,572,Scarf of Fluid Motion,4,5
Perhaps it once held some small magic.,"[{'effect_string': 'reduce_ultimate_cooldown,7'}]",2706,24,573,Depleted Ioun Stone,1,6
