Hero,Name,Effect,Effect Value (%),Effect Description,Slot,Rarity,Item Description,Graphic ID
21,Alligator Leather Belt,Ultimate Boost,87.5,,5,2,An alligator thought it could best me in combat. Obviously it did not.,2131
21,Dinosaur Hide Belt,Ultimate Boost,150,,5,3,A raptor's hide -- if you can take one down -- is extremely durable.,2132
21,Gold-inlaid Belt of Tempo,Ultimate Boost,275,,5,4,Who says you can't be fashionable in battle?,2133
21,Padded Cloth Pauldron,Reduces Ultimate Cooldown,5,,6,1,"A little worse for wear, but it's better than nothing.",2143
21,Chultan Pauldron,Reduces Ultimate Cooldown,9,,6,2,"Made in native Chultan fashion, with a few extra Chult-specific dangers in mind.",2143
21,Silver Scale Tunic,Reduces Ultimate Cooldown,18,,6,3,"With raptor-like scales fashioned from silver, this tunic provides excellent defense and mobility.",2144
21,Sapphire-inlaid Linked Armor,Reduces Ultimate Cooldown,45,,6,4,"Lighter than it appears, this armor both looks good and provides unparallelled defense.",2145
22,Rusty Crossbow,Self Damage Boost,50,,1,1,A little tougher to reload than your average crossbow.,2377
22,Oak Crossbow,Self Damage Boost,125,,1,2,"A sturdy crossbow, though its destructive potential is lackluster.",2377
22,Reinforced Crossbow,Self Damage Boost,200,,1,3,Reinforced with an alloy of my own invention.,2378
22,Thunderbolt,Self Damage Boost,350,,1,4,The draw strength is several times higher than any gnome could manage unaided.,2379
22,Worn Cloak,All Champion Damage Boost,10,,2,1,"Well worn and still warm, but not ideal for tracking prey through the forest.",2371
22,Gnome's Cloak,All Champion Damage Boost,65,,2,2,"A simple cloak made for someone of a shorter stature, like myself.",2371
22,Blending Cloak,All Champion Damage Boost,120,,2,3,"Blends in with the forest, allowing me to pass unseen.",2372
22,Long Ranger's Cloak of Vengeance,All Champion Damage Boost,230,,2,4,"Even all these years later, my heart still beats faster when I see a dark elf.",2373
22,Nearly Empty Quiver,Ability Upgrade,25,Increases the effect of Zorbu's Favored Enemy abilities by $(amount)%.,3,1,It's still got a few bolts left; they'll have to do.,2383
22,Tough Hide Quiver,Ability Upgrade,87.5,Increases the effect of Zorbu's Favored Enemy abilities by $(amount)%.,3,2,It won't tear or rip when I grab a bolt.,2383
22,Finely Crafted Quiver,Ability Upgrade,150,Increases the effect of Zorbu's Favored Enemy abilities by $(amount)%.,3,3,As finely crafted a quiver as a ranger could hope for.,2384
22,Bursting Quiver of the Endless Barrage,Ability Upgrade,275,Increases the effect of Zorbu's Favored Enemy abilities by $(amount)%.,3,4,The capacity of this quiver never seems to expire.,2385
22,Patchwork Glasses,Ability Upgrade,25,,4,1,Scrapped together from a few failed experiments.,2380
22,Heavy Metal Glasses,Ability Upgrade,87.5,,4,2,"They're heavy, but it's better than being blind!",2380
22,Gnomish Reading Glasses,Ability Upgrade,150,,4,3,Have you read the latest symposium on clockwork animals? Fascinating!,2381
22,Bifocal Glasses of the Aged Gnome,Ability Upgrade,275,,4,4,"When you're as old as I am, a good set of glasses is a lifesaver.",2382
22,Rusty Mechanical Squirrel,Ultimate Boost,25,,5,1,"Go on, skibbers! You can make it!",2374
22,Sparking Mechanical Squirrel,Ultimate Boost,87.5,,5,2,That... can't be good.,2374
22,Skittering Mechanical Squirrel,Ultimate Boost,150,,5,3,"Come on, buddy! You can make it!",2375
22,Clockwork Squirrel of Alchemist's Fire,Ultimate Boost,275,,5,4,I call him skibbers! He goes boom!,2376
22,Sparse Toolset,Reduces Ultimate Cooldown,6,,6,1,"It's missing a few important tools, but I can make do.",2386
22,Worn Toolset,Reduces Ultimate Cooldown,12,,6,2,This ol' set has gotten me out of more than a couple close scrapes.,2386
22,Complete Toolset,Reduces Ultimate Cooldown,24,,6,3,"Every tool you could ever want. No nozzle, nail, or nut can withstand me.",2387
22,Tinker's Toolset of Total Annihilation,Reduces Ultimate Cooldown,60,,6,4,"If skibbers does his job right, I'll need this set to fix him up.",2388
23,Moldy Snacks,Self Damage Boost,50,,1,1,It's a *good* mold.,2500
23,Sad Snacks,Self Damage Boost,125,,1,2,I made them just for you.,2500
23,Flavorful Snacks,Self Damage Boost,200,,1,3,No promises that the flavors are tasty.,2501
23,Tasty Snicketty Snooks,Self Damage Boost,350,,1,4,There's barely anything that will kill you!,2502
23,Tattered Witch Hat,Self Damage Boost,50,,2,1,"'Get a new hat,' they say. No, I like this one! It's comfy!",2491
23,Torn Witch Hat,Self Damage Boost,125,,2,2,It got caught on a bramble in Barovia.,2491
23,Holey Witch Hat,Self Damage Boost,200,,2,3,"Holey, not holy! Very much not holy.",2492
23,Snack-Filled Witch Hat,Self Damage Boost,350,,2,4,What?! There's all that wasted space!,2493
23,Dirty Pot,All Champion Damage Boost,10,,3,1,"That's not dirt, that's Stinky!",2494
23,Leaking Pot,All Champion Damage Boost,65,,3,2,I really should patch that up someday.,2494
23,Large Heavy Pot,All Champion Damage Boost,120,,3,3,Dang rat's heavier now than he was when he was alive.,2495
23,Polished Pot of Stinky's Ashes,All Champion Damage Boost,230,,3,4,"I miss my old cranium rat. RIP, buddy.",2496
23,Assorted Garbage,Ability Upgrade,25,,4,1,"Hey, there's some good stuff in there!",2497
23,Pile of Garbage,Ability Upgrade,87.5,,4,2,Garbage? I'll show you garbage!,2497
23,Collected Knick-Knacks,Ability Upgrade,150,,4,3,They're irreplacable!,2498
23,Super High Quality Garbage,Ability Upgrade,275,,4,4,I can't believe nobody else wants this stuff! It's priceless!,2499
23,Dim Staff,Increases Damage During Ultimate,25,Increases the damage of Strix while one of her Ultimates is active by $(amount)%.,5,1,I can't quite make out the runes. They look kinda magic.,2503
23,Black Wooden Staff,Increases Damage During Ultimate,87.5,Increases the damage of Strix while one of her Ultimates is active by $(amount)%.,5,2,A solid staff for someone who knows magic.,2503
23,Mystical Runed Staff,Increases Damage During Ultimate,150,Increases the damage of Strix while one of her Ultimates is active by $(amount)%.,5,3,Do you think maybe it knows magic?,2504
23,Polymorphing Staff of the Trash Witch,Increases Damage During Ultimate,275,Increases the damage of Strix while one of her Ultimates is active by $(amount)%.,5,4,I know magic!,2505
23,Stinky Owlbear Cloak,Reduces Ultimate Cooldown,7,,6,1,Stinky? I don't smell anything.,2488
23,Short Owlbear Cloak ,Reduces Ultimate Cooldown,14,,6,2,The hem doesn't drag along the ground. I'd rather it did.,2488
23,Warm Owlbear Cloak,Reduces Ultimate Cooldown,27,,6,3,Keeps me cozy in cold places.,2489
23,Dark Owlbear Cloak of the Sad Sorcerer,Reduces Ultimate Cooldown,68,,6,4,I can hide within its folds if I need to.,2490
24,Dull Naginata,Self Damage Boost,50,,1,1,Still functions as a passable stave. I will need to get this sharpened.,2709
24,Steel Naginata,Self Damage Boost,125,,1,2,"A decent enough material, for your type at least.",2709
24,Silver Naginata,Self Damage Boost,200,,1,3,Aha! Gith silver is unparallelled in battle. For Zaerith!,2710
24,Kensei Naginata of Illithid Slaying,Self Damage Boost,350,,1,4,The force of this Naginata disrupts the Illithid's psionic field.,2711
24,Woven Bracers,Self Damage Boost,50,,2,1,"They are quite comfortable, unlike your Material Plane.",2703
24,Dyed Wool Bracers,Self Damage Boost,125,,2,2,"Your world is cold and unpleasant, but I will adapt.",2703
24,Fine Bracers,Self Damage Boost,200,,2,3,"I would prefer a Limbo-crafted pair, but these will do.",2704
24,Chaotic Bracers of the Githzerai,Self Damage Boost,350,,2,4,Crafted by Githzerai artificers out of Limbo chaos-stuff.,2705
24,Sealed Jug,All Champion Damage Boost,10,,3,1,"Well that's not much use to me now, is it?",2697
24,Empty Jug,All Champion Damage Boost,65,,3,2,"Almost as useless as a sealed jug, but at least I can fill it.",2697
24,Alchemy Jug,All Champion Damage Boost,120,,3,3,A wonderous device. Would you like 2 gallons of mayonnaise?,2698
24,Overflowing Alchemy Jug,All Champion Damage Boost,230,,3,4,"Useful for long journeys through the Material Plane, such as the one I'm on.",2699
24,Ruby Amulet,Ability Upgrade,25,,4,1,"A trinket. A toy. Not of much use, to be honest.",2700
24,Bloodstone Amulet,Ability Upgrade,87.5,,4,2,"A precious gem for you, perhaps, but easily come by in Limbo.",2700
24,Calming Amulet,Ability Upgrade,150,,4,3,Only when one is calm can one access Ki.,2701
24,Planar Amulet of Homecoming,Ability Upgrade,275,,4,4,The swirling reminds me of Limbo.,2702
24,Short Scarf,Buffs Nrakk's Ultimate Effect,25,,5,1,"A simple accessory, but comforting in this strange place.",2712
24,Heavy Scarf,Buffs Nrakk's Ultimate Effect,87.5,,5,2,Keeps me warm during cold Material Plane nights.,2712
24,Embroidered Scarf,Buffs Nrakk's Ultimate Effect,150,,5,3,Flits and flutters behind me in battle.,2713
24,Scarf of Fluid Motion,Buffs Nrakk's Ultimate Effect,275,,5,4,"When my Ki is centered, the scarf barely flutters at all.",2714
24,Depleted Ioun Stone,Reduces Ultimate Cooldown,7,,6,1,Perhaps it once held some small magic.,2706
24,Dim Ioun Stone,Reduces Ultimate Cooldown,13,,6,2,"Its magic barely strong enough to detect, let alone make use of.",2706
24,Ioun Stone of Awareness,Reduces Ultimate Cooldown,26,,6,3,I can't be surprised when this stone's magic is active.,2707
24,Pulsing Ioun Stone of Wisdom,Reduces Ultimate Cooldown,65,,6,4,"Wisdom isn't something the Githzerai lack, but this takes it to a new level.",2708
25,Well Worn Longbow,Self Damage Boost,50,,1,1,"It has seen battle more than once, and it'll see battle again.",2797
25,Fine Elven Longbow,Self Damage Boost,125,,1,2,If I had a copper for every knock-off elven bow I've seen...,2797
25,Polished Wood Longbow,Self Damage Boost,200,,1,3,As finely crafted a bow as you will ever see!,2798
25,Taulmaril,Self Damage Boost,350,,1,4,Also known as Heartseeker. My shots never miss.,2799
25,Leather Bracers,All Champion Damage Boost,10,,2,1,Simple yet effective.,2800
25,Warrior's Bracers,All Champion Damage Boost,65,,2,2,"Bracers fit for any warrior, but these are mine.",2800
25,Fine Studded Bracers,All Champion Damage Boost,120,,2,3,Fine northern craftsmanship. You won't find its like to the south.,2801
25,Mithral Embedded Bracers,All Champion Damage Boost,230,,2,4,A gift from Bruenor Battlehammer. Perhaps you know him?,2802
25,Dull Dagger,Increases Critical Strike Chance,25,,3,1,Has anyone got a spare whetstone?,2806
25,Polished Dagger,Increases Critical Strike Chance,87.5,,3,2,Blood and dirt will ruin a good dagger.,2806
25,Embellished Dagger,Increases Critical Strike Chance,150,,3,3,"A little flashy perhaps, but it still cuts true.",2807
25,Elven Dagger of the Ambush,Increases Critical Strike Chance,275,,3,4,Never let them see you coming.,2808
25,Iron Hairclip,Ability Upgrade,25,,4,1,Hair in the face is never good in battle.,2809
25,Steel Hairclip,Ability Upgrade,87.5,,4,2,Lighter and more durable than other hairclips I've tried.,2809
25,Mastercraft Hairclip,Ability Upgrade,150,,4,3,"It seemed like a lot of coin to spend on a hairclip, but it's worth it.",2810
25,Mithral Hairclip of the Companion,Ability Upgrade,275,,4,4,Forged in Mithral Hall by the best smithies in Faerûn.,2811
25,Dull Breastplate,Ability Upgrade,25,,5,1,Substance over style -- at least until I can get better style.,2803
25,Solid Breastplate,Ability Upgrade,87.5,,5,2,A bow does no good if a dagger kills you first.,2803
25,Inscribed Copper Breastplate,Ability Upgrade,150,,5,3,The craftsmanship is incredible.,2804
25,Shining Breastplate of the Champion,Ability Upgrade,275,,5,4,"Champion? I've heard it said, though others deserve the title more than I.",2805
25,Empty Quiver,Reduces Ultimate Cooldown,9,,6,1,"Not much use right now, but I can always fletch more arrows.",2812
25,Sturdy Quiver,Reduces Ultimate Cooldown,17,,6,2,Nothing's worse than a floppy quiver.,2812
25,Heartseeking Quiver,Reduces Ultimate Cooldown,34,,6,3,Arrows from this quiver always strike true.,2813
25,Quiver of Anariel,Reduces Ultimate Cooldown,85,,6,4,"Alongside its companion, Taulmaril, this quiver is priceless.",2814
26,Chipped Battleaxe,Self Damage Boost,50,,1,1,"I dented it flying into battle against Strahd. It's fine, though!",2941
26,Dulled Battleaxe,Self Damage Boost,125,,1,2,I'm sure it'll sharpen itself! Let's keep fighting!,2941
26,Shining Battleaxe,Self Damage Boost,200,,1,3,The light itself loves this axe!,2942
26,Lightfall,Self Damage Boost,350,,1,4,"My beloved battleaxe, reforged!",2943
26,Chubby Mouse,All Champion Damage Boost,10,,2,1,C'mon little guy! Let's go for a run!,2938
26,Sleepy Mouse,All Champion Damage Boost,65,,2,2,Wake up little buddy!,2938
26,Alert Mouse,All Champion Damage Boost,120,,2,3,What's that? What do you smell?,2939
26,Armored Juniper,All Champion Damage Boost,230,,2,4,"Careful, Juniper. I don't trust that Boo.",2940
26,Child's Amulet,Ability Upgrade,25,,3,1,I've had this amulet since I was a young noble.,2935
26,Scuffed Amulet,Ability Upgrade,87.5,,3,2,Does anyone have a cloth? I need to polish this thing!,2935
26,Shining Symbol,Ability Upgrade,150,,3,3,The light protects me while I wear this amulet.,2936
26,Holy Symbol of Ravenkind,Ability Upgrade,275,,3,4,Strahd will never see us coming. Right guys?!,2937
26,Flimsy Breastplate,Ability Upgrade,25,Increases the Divine Prayer bonus of Evelyn's specializations by $(amount)%.,4,1,This just won't do. I'll never protect the party with this!,2932
26,Dented Breastplate,Ability Upgrade,87.5,Increases the Divine Prayer bonus of Evelyn's specializations by $(amount)%.,4,2,"Sometimes you've got to take the hit, but I'm still standing.",2932
26,Polished Breastplate,Ability Upgrade,150,Increases the Divine Prayer bonus of Evelyn's specializations by $(amount)%.,4,3,Lathander appreciates well polished armor.,2933
26,Shining Breastplate of Lathander,Ability Upgrade,275,Increases the Divine Prayer bonus of Evelyn's specializations by $(amount)%.,4,4,The light will protect me!,2934
26,Moldy Boots,Ultimate Boost,25,,5,1,I think it's time to go shopping!,2947
26,Light Boots,Ultimate Boost,87.5,,5,2,I feel almost weightless.,2947
26,Flying Boots,Ultimate Boost,150,,5,3,"Once you get used to it, flying isn't half bad.",2948
26,Winged Boots of the Dawn,Ultimate Boost,275,,5,4,Charging into battle for the light!,2949
26,Few Pretty Things,Reduces Ultimate Cooldown,10,,6,1,Some pretty things that Strix didn't want.,2944
26,Several Pretty Things,Reduces Ultimate Cooldown,19,,6,2,Aren't they pretty?!,2944
26,Sack of Pretty Things,Reduces Ultimate Cooldown,38,,6,3,"I'm not really sure what's in here, but they're pretty!",2945
26,Hoard of Pretty Things,Reduces Ultimate Cooldown,95,,6,4,Don't tell Strix. She'll judge me.,2946
27,Rusty Axes,Self Damage Boost,50,,1,1,Are they sharp? They'll do.,3177
27,Looted Axes,Self Damage Boost,125,,1,2,"Don't worry, I've got an intricate two part plan.",3177
27,Blades of the Dwarf,Self Damage Boost,200,,1,3,Plan A: We fight our way out of here. Plan B? We'll deal with that later.,3178
27,Rook & Ruin,Self Damage Boost,350,,1,4,Double axe to the back!,3179
27,Smelly Hide Cloak,Self Damage Boost,50,,2,1,It's... been around.,3162
27,Patchwork Cloak,Self Damage Boost,125,,2,2,"Hey, my mom made if for me!",3162
27,Dashing Cloak,Self Damage Boost,200,,2,3,I've seen a few cloaks in my day. But this one makes me look good!,3163
27,Bronzebottom's Acid-Washed Cloak,Self Damage Boost,350,,2,4,"If I find an acid pit, I can just lay this on top and I'm good, right? ",3164
27,Old Helmet,All Champion Damage Boost,10,,3,1,It looks like the horn was chewed on by something.,3171
27,Battered Skull Cap,All Champion Damage Boost,65,,3,2,"If the horns fall off, you've got yourself an improvised weapon! ",3171
27,Helm of Door-bashing,All Champion Damage Boost,120,,3,3,Best way through a door is headfirst. ,3172
27,Helm of the Binwin,All Champion Damage Boost,230,,3,4,Bin it to win it!,3173
27,Broken Quest Stone,buff_binwin_multi_attack_chance,10,,4,1,Given to me by my mother. She collects this kinda stuff. ,3174
27,Chatty Quest Stone,buff_binwin_multi_attack_chance,35,,4,2,It started talking... and it won't shut up! ,3174
27,Dwarven Quest Stone,buff_binwin_multi_attack_chance,60,,4,3,"Rewards its bearer with riches, but at what cost?",3175
27,Lady Phylia,buff_binwin_multi_attack_chance,110,,4,4,"I am Lady Phylia Stoutheart, Dwarven Quest Stone of Friendship and Loyalty.",3176
27,Rusty Barrel,Ultimate Boost,25,,5,1,"It wobbles, but it still rolls!",3165
27,Market Barrel,Ultimate Boost,87.5,,5,2,Follow my lead!,3165
27,Cask of Skunk Ale,Ultimate Boost,150,,5,3,Pungent and potent.,3166
27,Battleready Brew,Ultimate Boost,275,,5,4,Catchphrase!,3167
27,Duckling Damsel,Reduces Ultimate Cooldown,5,,6,1,I'm not the druid. I don't speak duck.,3168
27,Faithful Duck Companion,Reduces Ultimate Cooldown,10,,6,2,QUONK!,3168
27,Duck Guard,Reduces Ultimate Cooldown,20,,6,3,You give a duck ONE magic wand and everybody gets judgy.,3169
27,Princess Duckersheim,Reduces Ultimate Cooldown,49,,6,4,"Wielder of the wand of wonder, protector of the minions, and my gold.",3170
